0.187392,-0.999607,0.575883,-1.170216,-1.013058,-0.488485,1.223973,-0.811678,-0.891437,0.440857,0.457791,0.981213,0.013077,2.578881,-1.569323,2.918891,-2.228409,-1.638353,-0.303216,2.167652,-2.506011,0.955001,0.244821,2.141178,0.760932,-4.761729,-2.996268,0.154677,0.615628,-4.704126,-3.374234
1.593567,-0.796735,0.181007,0.957210,-0.096644,-0.720450,2.923443,-0.967266,-0.163444,-1.409227,-0.687935,1.725527,-2.606372,-0.358694,2.558213,-1.307086,0.962349,-0.965529,0.479961,-0.703782,-0.986265,1.790000,2.256318,0.105037,-2.430137,0.786035,0.466886,-1.725908,-0.950463,-0.232574,-0.831981
0.777691,-0.027143,0.044885,-0.671619,-0.266747,-1.654913,-0.496629,0.320999,-1.986902,-0.638076,-0.536674,-0.914076,-0.577775,1.251072,1.475092,2.246934,1.014286,-2.463494,-0.208832,1.740052,-3.028816,4.958535,2.358981,-1.858353,-1.473976,0.775671,-4.423256,1.035235,0.902592,-0.703265,1.746179
3.044413,-0.424035,1.593895,-0.059417,0.371447,2.195749,-0.765645,-0.917470,1.086954,0.382890,-0.501017,1.547282,-1.448053,2.268770,-0.478220,2.482385,1.184772,-1.603557,-1.303676,-1.895603,-0.579109,2.102905,-1.078097,-0.740968,1.436837,1.512420,-3.158122,2.116439,1.327522,0.719998,1.374944
0.133027,0.625517,0.262847,0.229389,1.410300,-1.566958,0.640119,-1.422891,0.631415,0.618126,-0.471051,0.956369,-1.198106,-1.261683,0.599447,-1.863117,-0.459272,2.807299,-0.481616,1.483995,-3.278298,-0.127100,-1.718025,2.382767,2.447181,-1.871059,-1.379046,3.594171,3.151067,-4.388874,-4.357876
0.714288,0.002742,0.194512,-0.910665,-0.612904,-1.063175,-1.461265,0.822684,-0.971408,-0.214092,-0.944930,-1.972018,1.423977,1.515975,-0.046113,2.339699,-0.514055,-2.659752,0.134878,1.438821,-0.633099,2.903761,0.168586,-0.179481,-0.403369,0.461461,-3.429659,2.150398,-0.120169,-1.197626,0.062192
0.699207,0.381507,1.005776,0.551307,-0.355889,1.885327,0.461165,-0.433147,1.460550,0.862154,0.315159,1.125311,-1.131728,-0.273984,-0.630377,-0.757714,-3.372818,0.420062,0.006445,-2.848406,3.074527,-2.339229,-0.436859,1.372951,0.962007,-0.811993,1.548320,-2.617702,-5.258072,3.357216,1.925392
-0.712602,-0.445502,-1.590705,-0.560374,0.588218,-1.169726,1.050542,-0.034517,1.058797,-1.473853,1.182325,-0.246039,0.127960,-1.197067,0.265476,-0.730984,-2.180237,-0.674345,-1.884324,1.603092,-2.634984,2.842868,-0.609278,2.535910,0.657410,-4.338471,-3.469238,3.524628,2.922224,-6.820549,-5.058319
1.501779,-0.442730,0.346787,0.823518,-0.550615,0.089382,0.821584,0.890269,-1.251011,-0.239400,0.341343,-0.473349,-1.454222,-0.763036,0.690362,-0.702336,0.199063,-0.333706,-0.380691,1.780307,-2.552678,2.251982,0.611572,-0.967390,-0.668382,-0.673115,-3.497490,-0.227206,0.106509,-0.011838,-1.545820
0.465849,0.020382,-0.069569,1.875788,-0.797794,-0.268324,-0.218698,-0.099983,-1.727390,0.566170,-0.213611,-0.505301,-0.804838,-2.607203,4.253680,-0.162898,0.690055,0.378728,-1.545293,2.050814,-0.597757,0.842279,1.266363,-1.803405,-2.262270,0.488102,2.474061,-2.320626,-0.729537,-0.212857,-2.180365
2.489060,1.185022,-0.090178,1.394938,-0.568851,-0.341657,0.311821,-1.725798,0.841547,-1.258204,-0.692807,-1.271033,0.197386,-1.925911,2.485715,-3.707099,1.739060,0.677588,-2.694495,3.835958,-2.219050,2.343096,-0.655717,0.958228,1.537223,-1.297375,-3.049531,3.757136,3.857496,-4.248911,-2.163805
-1.179039,1.469854,0.860538,2.754716,-0.027200,0.838669,1.026295,0.083254,-0.913497,0.306193,0.714635,1.250426,-1.012579,-0.835187,-1.906679,-3.679612,-0.793962,2.643651,-0.297256,-0.943543,0.618091,-2.698327,-3.092612,2.290450,1.220940,-0.697889,3.168412,-0.121902,0.697760,-2.156578,-0.967083
-0.351010,-0.315213,0.990646,0.144867,-1.065191,0.585113,0.158373,-0.005679,-0.433315,0.113308,-0.213836,0.759437,-0.137738,2.028049,-3.713315,1.822943,-4.217497,-2.547840,-0.304245,0.438849,-0.621556,4.013783,2.291842,-4.662385,-1.755321,0.397636,-2.708725,-0.749135,-0.356668,1.374624,1.875046
0.033803,0.029329,0.670178,-0.065621,0.739241,1.421594,-1.230043,-0.007182,-1.331698,0.046853,-1.239627,0.108421,-0.008543,1.741371,-2.474132,1.476793,-1.557441,-1.746684,0.577324,-1.920785,0.652685,0.271129,0.801712,-2.146707,-1.871449,1.672004,-0.994387,2.095736,2.807687,-2.129694,-2.216200
0.762787,-1.056983,-1.542807,0.767470,0.083594,-0.447580,1.073240,0.523119,0.562478,-0.755047,-1.264077,0.270916,-0.081242,-1.285870,0.694778,1.028751,-0.193465,0.960528,-1.667600,1.159070,-2.317156,2.717559,1.839150,-1.850685,-1.483144,-1.314095,-5.716247,2.225289,1.787124,-2.417835,0.089555
